,Unnamed: 0,company,location,dates,job-title,summary,pros,cons,advice-to-mgmt,overall-ratings,work-balance-stars,culture-values-stars,career-opportunities-stars,comp-benefit-stars,senior-management-stars,helpful-count,role,is_current_employee,year,month,quarter,earnings_this_quarter,stock_price,incomplete_review
1485,1486,google,"Mountain View, CA"," Feb 21, 2017",Current Employee - Technical Program Manager,Great place to work,"Perks on campus and products we get to work on are awesome, but the people are the best part.",Lots of bureaucracy and your experience can vary depending on what organization you are.,none,5.0,2.0,4.0,5.0,4.0,3.0,1,Technical Program Manager,1,2017,Feb,1,27.772,905.96,0
1486,1487,google,"Mountain View, CA"," Feb 20, 2017",Current Employee - Software Engineer,Amazing place to work,I get to focus what I truly love to do without worrying about politics.,It's difficult (but not impossible) to stand out because you work with literally the top engineers recruited from around the world.,none,5.0,5.0,5.0,5.0,5.0,5.0,1,Software Engineer,1,2017,Feb,1,27.772,905.96,0
1487,1488,google,"Mountain View, CA"," Feb 23, 2017",Current Employee - Senior Program Manager,Great Company,"Awesome culture! I love my colleagues, smart, competent and self managing. Great benefits and wonderful free food.",The company doesn't focus on organization processes. It's not very lean.,none,5.0,5.0,5.0,4.0,4.0,4.0,0,Senior Program Manager,1,2017,Feb,1,27.772,905.96,0
1488,1489,google,"Mountain View, CA"," Mar 9, 2017",Former Employee - Office Manager,Exceptional Ideas,The environment and furnishings are fun and foster creativity,Processes can be very slow,Continue to Listen,4.0,5.0,5.0,3.0,5.0,3.0,0,Office Manager,0,2017,Mar,1,27.772,905.96,1
1489,1490,google,"Washington, DC"," Mar 6, 2017",Former Employee - Enterprise Account Executive,enterprise rep,iconic technology company that has a brilliant & vibrant culture,needs to invest in the value message to the enterprise market for google cloud/apps related to business use cases.,none,4.0,4.0,5.0,4.0,4.0,3.0,1,Enterprise Account Executive,0,2017,Mar,1,27.772,905.96,0
1490,1491,google,"Poplar Bluff, MO"," Feb 22, 2017",Current Employee - Security Officer,Grrrreeeetttt,Great place to work for both family and friends.,None at all to conplaine about code 20.....,none,5.0,5.0,5.0,5.0,5.0,5.0,0,Security Officer,1,2017,Feb,1,27.772,905.96,0
1491,1492,google,"Mountain View, CA"," Mar 2, 2017",Former Employee - Business Development Associate,Just a short stay here,I liked the free food when I visited the main campus. Some of the people I met there were pretty good.,"It didn't turn out to be what I thought it would be. Maybe I was just disillusioned by the hype but it isnt all milk and cookies and puppies at google.... just be aware that you're going to work for mega corporation not some fun ""start up""",How about you inject a little bit of humility in the culture?,2.0,2.0,2.0,3.0,2.0,3.0,5,Business Development Associate,0,2017,Mar,1,27.772,905.96,0
1492,1493,google,none," Mar 2, 2017",Current Employee - Senior Marketing Manager,"Big company, big challenges","Great underlying mission, super supportive when life goes haywire, great resources.","Losing their collaborative spirit, much too competitive and political, big machine makes it hard to get things done. Very hard to find new opportunities within the company.","Decide what you believe in and reward employees accordingly. When your incentives don't match your message, discontent sets in.",4.0,2.0,3.0,1.0,5.0,2.0,2,Senior Marketing Manager,1,2017,Mar,1,27.772,905.96,0
1493,1494,google,none," Feb 21, 2017",Current Employee - Anonymous Employee,Great Company,"Interesting projects, great perks and benefits, good pay, very good people-smart and easy to work with generally","Can be a lot of working hours at times, new CFO seems to be cutting some of the more interesting projects",Don't cut any of the other bets!,5.0,3.0,5.0,5.0,5.0,4.0,0,Anonymous Employee,1,2017,Feb,1,27.772,905.96,0
1494,1495,google,"Mountain View, CA"," Feb 21, 2017",Former Employee - Senior Researcher Scientist,Amazing company,"1. Amazing colleagues -- not only super smart, but super ethical, and conscientious -- as employees and as human beings. 2. Great culture. 3. Amazingly flexible management that is second to none.","Starting to become a large company, albeit the best one I can think of. Might be harder to climb up the rungs.",none,5.0,5.0,5.0,5.0,5.0,5.0,0,Senior Researcher Scientist,0,2017,Feb,1,27.772,905.96,0
1495,1496,google,none," Mar 7, 2017",Former Employee - Anonymous Employee,A good place to go,Can meet a lot of smart people and can delve into a lot of different areas.,You may be nobody there.,none,4.0,4.0,4.0,4.0,4.0,4.0,0,Anonymous Employee,0,2017,Mar,1,27.772,905.96,0
1496,1497,google,none," Mar 7, 2017",Current Employee - Anonymous Employee,Good if you're upper management,"-Great benefits (insurance, pet insurance, parties, testing new technology, sick leave, etc) -Interesting people","-Coming from a startup, I was overwhelmed by the lack of flexibility / overload of procedures for even the simplest of projects. -Can get demotivating",Simplify.,3.0,3.0,4.0,3.0,5.0,2.0,1,Anonymous Employee,1,2017,Mar,1,27.772,905.96,0
1497,1498,google,none," Mar 27, 2017",Former Employee - Anonymous Employee,marketing,long hours and weekend work,short hours not enought time to work,get better,1.0,3.0,3.0,3.0,3.0,3.0,2,Anonymous Employee,0,2017,Mar,1,27.772,905.96,1
1498,1499,google,none," Feb 20, 2017",Former Employee - Anonymous Employee,Account Manager Review,"good people, competitive pay, exposure to massive digital marketing product portfolio","massive company, sales is become extremely bureaucratic",none,5.0,3.0,3.0,3.0,3.0,3.0,0,Anonymous Employee,0,2017,Feb,1,27.772,905.96,1
1499,1500,google,"Mountain View, CA"," Feb 23, 2017",Former Employee - Anonymous Employee,Software Engineer III,Great people and meaningful work. (The food is good too.),Can be a little hard to escape the bubble if/when you want to.,none,5.0,4.0,5.0,5.0,5.0,5.0,0,Anonymous Employee,0,2017,Feb,1,27.772,905.96,0
1500,1501,google,"New York, NY"," Feb 19, 2017",Former Employee - Strategic Partner Development Manager,Great company,"Amazing colleagues, transparent culture, some of the best benefits in the world, great pay, a culture of learning and improving, a culture of respect towards women, LGBTI, and other similar groups that can face discrimination, some very hard challenges to be worked on, opportunities for travel... I could go on!","It is big. Really big. When I joined it was 'only' 15,000 people, and still managed to feel like a young tech co, but by the time I left it was closer to 60,000 and the bureaucracy had really started to strangle various parts of the work that I did (I once needed to get 11 people to approve a deal in Simba that was worth maybe 100k... What a waste).","There is an aversion to letting go of people at Google. In many ways, this is admirable, but there certainly is some dead weight that could be let go of without impacting the quality of the products.",5.0,5.0,5.0,4.0,5.0,5.0,0,Strategic Partner Development Manager,0,2017,Feb,1,27.772,905.96,0
1501,1502,google,none," Feb 19, 2017",Current Employee - Anonymous Employee,Great experience,smart co-workers transparency (for a large company),sometimes decision making is a bit chaotic,none,5.0,3.0,3.0,3.0,3.0,3.0,0,Anonymous Employee,1,2017,Feb,1,27.772,905.96,1
1502,1503,google,"Mountain View, CA"," Feb 21, 2017",Former Employee - Learning and Development,A Disappointing Place where Bias Still Exists and No true support for those with Disabilities,It is a place that will truly challenge you and there are some great people who are trying to make a true difference. I leave knowing that what I worked on had true impact on others personally and professionally. I was lucky to have the mentors and champions I did.,"It is a sink or swim environment. Wonderful perks but they are there to keep you at work longer. People don't leave jobs, they leave managers. Google has a long way to go when it comes to training their managers effectively and actually making sure they represent the initiatives Google is in the news for such as Psychological Safety and Unconscious Bias. I went from amazing managers and sponsors to the worst manager ever. Just because a manager takes a course doesn't mean they have adopted the lessons taught.  I suffer from a disability that is episodic and goes into remission at times. At the end of my time with Google, despite needs for accommodations due to my disability, my manager declined a request to work in a quieter and more private work space. HR took their time. In addition, I was only allowed to work from home on Fridays. I was also penalized on my performance review for not being able to work in a more visible work space. This is important to note. I went from a high performing employee for 4+ years and then got sick and within 3-4months was rated as a Needs Improvement by my manager who had only managed me for 3 months and the one before 5 months. At Google, your MANAGER has the final say on your performance review. Despite high ratings from everyone else, HR stands firm about letting the managers rating be the overall rating and override all other reviewers.  Google needs to understand that not all people work or learn the same way. Don't expect reasonable accommodations to be honored here. They took 6 weeks to respond to my drs note for a medically necessary accommodation. This is NOT a space if you have any type of disability especially cognitive or mental ones. There is a whole internal email disability group which provides a community for many of us who are struggle from our disability and not our jobs. However, no one from HR has bothered to address the true struggles that people with disabilities are facing.","It is not enough to just have programs on Psychological Safety and Unconscious Bias. Google needs to do a better job vetting and deciding who moves into a management role. I loved my job and I was great at it. The change to two new managers in less than 6 months was not only too much for me to take but for our team of 10. Manager survey reports are enough. What are the chances that the managers report is going to tell you that the managers you put in place last lacked so little empathy, compassion, and support and was so goal driven that they pushed 2 of their 10 reports onto medical leave. Google, you are losing tons of top talent because people don't fit into a particular mold. The truth of the matter is that sooooo much top talent can be saved with very minor accommodations. There needs to be an Advocate for those who have disabilities to mediate with HR or managers when needed. So many managers are caught up in their day to day that despite being educated on Unconscious Bias .... they just can't see their biases because they are so caught up on performance. You can't know what you don't know just like many of these managers can't see their biases. You can't see what you can't see and a short workshop or online course is not enough to make you see it, identify it and change it. Google, you need someone to be identifying and challenging managers in real life to challenge their biases and to come in and advocate for those with disabilities. Many other companies already have this role and it is truly unfortunate that a large company such as Google at the forefront of so much does not.  ""Many of us, particularly those of us with disabilities who have faced persistent discrimination throughout our lives, not least when trying to find employment in the first place, take enormous pride in our hard-fought jobs and careers.""- Stella Young. For many with disabilities, it is a dream come true to work at Google. It's hard to work so hard with a disability, and have your accomplishments taken away not because of your disability, but because of persistent discrimination.",2.0,1.0,2.0,2.0,4.0,2.0,10,Learning and Development,0,2017,Feb,1,27.772,905.96,0
1503,1504,google,none," Mar 5, 2017",Current Employee - Anonymous Employee,Good working there,It was Good working there,No real cons about the place,none,4.0,3.0,5.0,3.0,3.0,5.0,0,Anonymous Employee,1,2017,Mar,1,27.772,905.96,1
1504,1505,google,none," Feb 12, 2017",Current Employee - Anonymous Employee,marketing manager,"mission, culture, benefits, talent, scale",Growth in size means hierarchy and bureacracy,none,5.0,2.0,5.0,5.0,5.0,4.0,3,Anonymous Employee,1,2017,Feb,1,27.772,905.96,0
1505,1506,google,none," Feb 18, 2017",Current Employee - Anonymous Employee,Good Employer,"Awesome Perks, They really take care of you as en employee, A pride in working at Google",Work may not be really that challenging or interesting for everyone,none,5.0,5.0,5.0,4.0,5.0,5.0,0,Anonymous Employee,1,2017,Feb,1,27.772,905.96,0
1506,1507,google,none," Feb 18, 2017",Current Employee - Anonymous Employee,Awesome company to work for!,"Excellent benefits, great culture and people. And you get to work on latest technology and products that impact billions of users!","While no work place is perfect, Google continues to take good care of employees!",Continue to encourage and sponsor innovation from bottom of hierarchy.,5.0,5.0,5.0,5.0,5.0,5.0,0,Anonymous Employee,1,2017,Feb,1,27.772,905.96,0
